experiment_id,description,model_name,metric_name,metric_value,improved,duration_s,commit,notes
10,"Add Optuna-tuned MLP architecture search (15 trials), Optuna-optimized 4-model ensemble weights (300 trials), and 2 new Titanic domain features (SibSp×IsWoman, SmallFamily) to push beyond 0.899 equal-weight ensemble",,roc_auc,0.902430,true,837.5,0458aa0,
11,"Add meta-LGB stacking (25 Optuna trials) + polynomial degree-2 LogisticRegressionCV stacker on OOF predictions (non-linear vs linear blending comparison), 2 new features (IsFemaleChild, TicketGroup_MinPclass), and increased Optuna trials (LGB=50, XGB=40, CAT=25, weights=400)",,roc_auc,0.899560,false,1033.3,,
12,"Replace sklearn MLP with PyTorch ResNet MLP (skip connections, BatchNorm, GPU) for richer capacity + add new features (CabinNum, TicketGroupAvgAge, IsFemaleAdult, IsCouple) to push diversity beyond the GBM+sklearn-MLP ensemble",,roc_auc,0.895179,false,275.5,,
13,"Multi-seed OOF averaging (seeds 42/123/456) for all 4 models to reduce variance in OOF estimates, tuning hyperparameters once with seed=42 then evaluating across 3 seeds — a principled variance reduction approach distinct from exp7 which did multi-seed during Optuna tuning; also increased Optuna trials (LGB 40→50, XGB 30→40, CAT 20→25, MLP 15→20) for better hyperparameter coverage.",,roc_auc,0.897144,false,912.0,,
14,"Add Logistic Regression with degree-2 polynomial interaction features as 5th diverse model (smooth quadratic boundaries complement GBM step-functions and MLP non-linearities), plus IsInfant feature and 5-model Optuna weight optimization (400 trials)",,roc_auc,,false,0.1,,SyntaxError: '(' was never closed
15,"Replace LR+Poly (which failed with syntax error) with ExtraTreesClassifier as 5th ensemble member (bagging diversity vs GBM boosting), increase Optuna trials, optimize both 4-model and 5-model ensemble weights and report the best",,roc_auc,,false,0.1,,SyntaxError: '(' was never closed
16,Fix truncated train.py by restoring proven exp10 base (0.902430) and add HistGradientBoostingClassifier (sklearn's depth-wise boosted trees — different algorithm/regularization from LGB/XGB/CatBoost) as 5th ensemble member plus IsInfant/IsFemaleChild domain features; optimize both 4-model and 5-model Optuna ensemble weights (500 trials each) and report the best.,,roc_auc,0.897440,false,1053.0,,
17,"Restore clean best_train.py (0.902430) with 3 targeted improvements: fix duplicate Woman_Pclass feature, add IsInfant/IsFemaleChild domain features, and add CMA-ES weight optimization alongside TPE (CMA-ES excels at continuous 4D spaces like ensemble weight blending)",,roc_auc,,false,0.1,,SyntaxError: '(' was never closed
18,"Restore complete train.py from best_train.py base (fixing truncation), remove duplicate SexPclass/Woman_Pclass feature, add IsInfant/IsFemaleChild domain features, and switch to 10-fold CV (from 5-fold) with proportionally reduced Optuna trials (25/20/12/10 vs 40/30/20/15) — 10-fold gives more training data per fold (90% vs 80%) and more stable OOF estimates for the small N=891 dataset while keeping the same total OOF evaluation size.",,roc_auc,0.893448,false,1411.7,,
19,"Restore 5-fold CV (key regression fix from 10-fold→0.893), increase Optuna trials to match exp10 levels, add ExtraTrees as 5th ensemble member with separate 4-model and 5-model Optuna weight optimization to capture bagging diversity not found in GBMs+MLP",,roc_auc,0.898526,false,1409.6,,
